"","date","session","location","room","time","title","link"
"964","October 1, 2019","Avian Predation of Fish Populations – Is It a Problem, How Do We Know, and What Do We Do About It?","RSCC"," A10","2:10PM","Avian Predation of Fish Populations- Yes, Know, Maybe","https://afstws2019.org/sessions/avian-predation-of-fish-populations-is-it-a-problem-how-do-we-know-and-what-do-we-do-about-it/40020"
"965","October 1, 2019","Avian Predation of Fish Populations – Is It a Problem, How Do We Know, and What Do We Do About It?","RSCC"," A10","2:30PM","The Best Laid Plans of Mice and Managers: Lessons from Recent Avian Management to Benefit ESA-Listed Salmonids in the Columbia River Basin","https://afstws2019.org/sessions/avian-predation-of-fish-populations-is-it-a-problem-how-do-we-know-and-what-do-we-do-about-it/40557"
"966","October 1, 2019","Avian Predation of Fish Populations – Is It a Problem, How Do We Know, and What Do We Do About It?","RSCC"," A10","2:50PM","Refreshment Break",""
"967","October 1, 2019","Avian Predation of Fish Populations – Is It a Problem, How Do We Know, and What Do We Do About It?","RSCC"," A10","3:20PM","Efficacy and Implementation of Non-Lethal Techniques to Manage Conflicts Associated with Cormorants and Other Migratory Birds","https://afstws2019.org/sessions/avian-predation-of-fish-populations-is-it-a-problem-how-do-we-know-and-what-do-we-do-about-it/39523"
"968","October 1, 2019","Avian Predation of Fish Populations – Is It a Problem, How Do We Know, and What Do We Do About It?","RSCC"," A10","3:40PM","Approaches to Scaling Cormorant – Fish Interactions from Local Conflicts to Regional Goals","https://afstws2019.org/sessions/avian-predation-of-fish-populations-is-it-a-problem-how-do-we-know-and-what-do-we-do-about-it/41010"
"969","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","8:00AM","Developing a Dual-Purpose Gtseq Panel for Stock Discrimination and Parentage Analysis in Walleye","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/38347"
"970","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","8:20AM","Comparing Edna with Conventional Methods for Bio-Monitoring of Fish Communities","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/39293"
"971","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","8:40AM","Fast and Easy: CRISPR-Based Assays for Rapid and Accurate Species Genetic Identification","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/39581"
"972","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","9:00AM","Mechanisms and Consequences of Seasonal and Interannual Distribution Shifts of Pacific Cod from Pooled Whole Genome Sequences","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/40623"
"973","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","9:20AM","Is the Red Wolf a Hybrid Species? Revisiting Genomic Data Using Coalescent Predictions","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/36719"
"974","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","09:40AM","Break",""
"975","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","1:10PM","The Future Is Now: Amplicon Sequencing and Sequence Capture Usher in the Conservation Genomics Era","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/37381"
"976","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","1:30PM","Low-Coverage Whole Genome Sequencing Analysis of Atlantic Cod Stock Structure Reveals Insights for Fishery Management","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/37905"
"977","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","1:50PM","Genomic Changes across the Evolutionary History of the VHSV-IVb Fish Virus","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/38234"
"978","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","2:10PM","Elucidating Plague Transmission Among Prairie Dog Colonies By Using Vector and Host Genomics","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/38408"
"979","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","2:30PM","Genomic Analysis of Population History and Reproduction for Hawaiian Monk Seals","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/38569"
"980","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","2:50PM","Refreshment Break",""
"981","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","3:20PM","Using Genomic Tools to Investigate Adaptive Diversity in Great Lakes Cisco","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/38687"
"982","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","3:40PM","Massive Data from Small Populations of the Giant Kangaroo Rat","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/38831"
"983","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","4:00PM","Stock Structure and Contribution of West and East Basin Walleye to Recreational and Commercial Fisheries in Lake Erie","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/39070"
"984","October 1, 2019","To Go Boldly … : The Genomics Frontier of Conservation and Management: Part I","RSCC"," A2","4:20PM","Conservation and Management in the Age of Genomics: A Cautionary Tale","https://afstws2019.org/sessions/to-go-boldly-the-genomics-frontier-of-conservation-and-management-part-i/39133"
"985","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","8:00AM","Plenary – Publication is Just the Beginning: Using Science Communication Strategies to Make Your Research Matter","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/41426"
"986","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","8:40AM","Snake River Cutthroat Trout and 7th Graders in the Hoback River Drainage of Wyoming","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/38542"
"987","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","9:00AM","“You Made This?” an Unconventional Way for a Scientist to Engage with Stakeholders","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/40422"
"988","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","9:20AM","Using Video Media for Broader Impacts in Fisheries and Aquatic Sciences","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/40643"
"989","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","09:40AM","Break",""
"990","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","1:10PM","Lights, Camera, Science! Using Video to Communicate Scientific Studies","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/40379"
"991","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","1:30PM","Are They Listening? Lessons Learned from Year One of the Fisheries Podcast","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/39135"
"992","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","1:50PM","Beyond the Reel: Engaging Muskellunge Anglers, Researchers, and Fish Enthusiasts in My Juvenile Muskellunge Research","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/39982"
"993","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","2:10PM","Emerging Threats to Freshwater Biodiversity – Bringing Attention to a Silent, Invisible Tragedy","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/39292"
"994","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","2:30PM","Reflections and Observations on Sharing Recreational Fisheries Science with the Angling Community","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/38467"
"995","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","2:50PM","Refreshment Break",""
"996","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","3:20PM","Annual Reports: The Cure for Insomnia or Something That Will be Read?","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/38944"
"997","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","3:40PM","Communicating Your Publications to Stakeholders as an International Organization","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/39958"
"998","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","4:00PM","Tell Me Something I DON’T Know: The Great Lakes Fishery Commission’s Science Transfer Program","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/41198"
"999","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","4:20PM","Meet the Press? Using Media Outreach to Build Public Interest in Fisheries Science","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/39667"
"1000","October 1, 2019","Beyond the Publication: Science Communication Strategies to Increase the Impact of Your Research","Atlantis"," Grand Ballroom 4","4:40PM","Discussion","https://afstws2019.org/sessions/beyond-the-publication-science-communication-strategies-to-increase-the-impact-of-your-research/41560"
"1001","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","8:00AM","A Tendency to Simplify Complex Systems","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35007"
"1002","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","8:20AM","Relationship between Amount of Suitable Habitat and Genetics in a Wide-Ranging Large Carnivore","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35008"
"1003","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","8:40AM","Artificial Night Light Creates a Predator Buffet","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35012"
"1004","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","9:00AM","The Challenges of Managing Large Carnivores in Human-Dominated Landscapes: Grizzly Bear Recovery As a Case Study","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35010"
"1005","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","9:20AM","Impacts of Recolonizing Black Bears on Cougar Predation Behavior","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35014"
"1006","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","09:40AM","Break",""
"1007","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","10:10AM","The Role of Cougar Population Growth in the Use of Residential Areas and Interactions with People","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35015"
"1008","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","10:30AM","Carnivore Sympatry in Core Habitat of Black Bears","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35011"
"1009","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","10:50AM","The Tangled Web We Weave: Incorporating Human Influence into Predator-Prey Dynamics","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35013"
"1010","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","11:10AM","Timescapes of Fear: Sympatric Ungulates Change Spatiotemporal Activity in Response to Contrasting Predation Risk from Humans and Apex Predators","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35009"
"1011","October 1, 2019","The Community Ecology of Large Carnivores in the Mountain West (hosted by TWS)","RSCC"," D6","11:30AM","How the Fear of Humans Shapes Mountain Lion Behavior and Their Associated Food Web in the Santa Cruz Mountains of California","https://afstws2019.org/sessions/the-community-ecology-of-large-carnivores-in-the-mountain-west/35016"
"1012","October 1, 2019","Socioeconomic Effects of Invasive Species (hosted by AFS)","RSCC"," A20","8:00AM","Introductory Remarks","https://afstws2019.org/sessions/socioeconomic-effects-of-invasive-species/41052"
"1013","October 1, 2019","Socioeconomic Effects of Invasive Species (hosted by AFS)","RSCC"," A20","8:20AM","Non-Consumptive Impacts of Invasive Fish Species to Nutrient Removal in South Florida’s Stormwater Treatment Areas","https://afstws2019.org/sessions/socioeconomic-effects-of-invasive-species/39062"
"1014","October 1, 2019","Socioeconomic Effects of Invasive Species (hosted by AFS)","RSCC"," A20","8:40AM","Harvesting and Eating Invasive Species to Recover Ecosystem Services","https://afstws2019.org/sessions/socioeconomic-effects-of-invasive-species/39710"
"1015","October 1, 2019","Socioeconomic Effects of Invasive Species (hosted by AFS)","RSCC"," A20","9:00AM","Managing Invasive Species in §316(b) Benefits Valuation Studies","https://afstws2019.org/sessions/socioeconomic-effects-of-invasive-species/40149"
"1016","October 1, 2019","Socioeconomic Effects of Invasive Species (hosted by AFS)","RSCC"," A20","9:20AM","The Courts Rule on the Lacey Act: What Does This Mean for Non-Native Species Management?","https://afstws2019.org/sessions/socioeconomic-effects-of-invasive-species/39073"
"1017","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","8:00AM","Behavioral Insights for Private Lands Conservation Persistence in Agricultural Landscapes","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35045"
"1018","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","8:20AM","Back to By-Products: Promises and Opportunities for Layering Benefits of Water-Resource Conservation to Restore Farmland Wildlife in the Corn Belt","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35047"
"1019","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","8:40AM","Agroforestry: Perennial Crops for Soil, Water, Wildlife, and Profit","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35048"
"1020","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","9:00AM","Elephant Friendly Tea: An Example of a Wildlife Science-Based Commercial Incentive Program to Save an Endangered Species","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35049"
"1021","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","9:20AM","The 2018 Farm Bill: Opportunities and Challenges for Private Land Conservation in Agricultural Landscapes","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35051"
"1022","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","09:40AM","Break",""
"1023","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","10:10AM","Role of Precision Agriculture in Nutrient Stewardship and Conservation: An Industry Perspective","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35052"
"1024","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","10:30AM","Integrating Precision Agriculture Technology to Deliver Targeted Conservation Enrollment","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35053"
"1025","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","10:50AM","Natural Resource Conservation in Agricultural Landscapes: Delivering Multifunctional Landscapes","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/35054"
"1026","October 1, 2019","Natural Resource Conservation in Agricultural Landscapes: Challenges and Opportunties (Part II) (hosted by TWS)","RSCC"," D4","11:10AM","Panel Discussion","https://afstws2019.org/sessions/natural-resource-conservation-in-agricultural-landscapes-challenges-and-opportunties-part-ii/40785"
"1027","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","8:00AM","A Systematic Framework and Spatial Optimization for Conservation and Restoration in Southeastern Alaska","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/40582"
"1028","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","8:20AM","Responding to Climate Change Impacts in Forested Watershed Management","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/38492"
"1029","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","8:40AM","A Successful Model for Multi-Level Stakeholder Engagement in Watershed Restoration: The Drinking Water Providers Partnership","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/36459"
"1030","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","9:00AM","20 Years of Investment in Healthy Watersheds – Local Capacity Lessons Learned","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/39347"
"1031","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","9:20AM","A Restored Stream in the Making: Lower Clear Creek Restoration Partnerships, Planning, Action, and Monitoring.","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/38436"
"1032","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","09:40AM","Break",""
"1033","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","1:10PM","Leveraging Partnerships and Citizen Science to Restore Aquatic Connectivity in Eastern Watersheds","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/39247"
"1034","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","1:30PM","Steam Simulation Design to Restore Aquatic Connectivity at Road-Stream Crossings","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/40251"
"1035","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","1:50PM","Effects of Tide Gates on Juvenile Coho Salmon Passage and Estuarine Habitat Use","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/40596"
"1036","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","2:10PM","Restoring Depositional Valley Types to Stage 0 in the Pacific Northwest","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/36242"
"1037","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","2:30PM","Building Watershed-Scale Restoration through Dam Removal","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/39259"
"1038","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","2:50PM","Refreshment Break",""
"1039","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","3:20PM","Advances in Techniques to Establish Relationships between Instream Flows and the Ecological and Recreational Values of Protected Streams","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/39838"
"1040","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","3:40PM","Testing the Compatibility of Grazing Practices with Salmonid Restoration","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/38859"
"1041","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","4:00PM","Environmental Mediation of Interactions between Native and Non-Native Fishes: Intellectual Traps and Management Opportunities","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/39109"
"1042","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","4:20PM","The Restoration Intensity Continuum: Can the Water Do the Work, or Do We Need the Big Yellow Machines?","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/40298"
"1043","October 1, 2019","Advances in Watershed Restoration Principles and Practices","RSCC"," A18","4:40PM","Panel Discussion","https://afstws2019.org/sessions/advances-in-watershed-restoration-principles-and-practices/40712"
"1044","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","8:00AM","1) Do You Have to See It to Believe It? Incorporating Imperfect Detection into River Otter Track Surveys","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35215"
"1045","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","8:20AM","Partnering with Trappers to Monitor Elusive Species","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35216"
"1046","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","8:40AM","The Proof Is in the Poop: Estimating Population Density and Viability of Recovering Bobcats (Lynx rufus) in Ohio","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35218"
"1047","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","9:00AM","Mischievous Muskrats; Survey Techniques for Survival and Health Investigations in Pennsylvania","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35219"
"1048","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","9:20AM","Analysis of Black Bear Feeding Behavior Using Video-Enabled GPS Collars","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35220"
"1049","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","09:40AM","Break",""
"1050","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","10:10AM","Assessing Mesocarnivore Response to Severe Drought through Long-Term Population Monitoring","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35221"
"1051","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","10:30AM","Comparing and Contrasting Trends in Harvest and Non-Harvest Based Indices of Furbearer Abundance","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35222"
"1052","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","10:50AM","Overcoming Challenges of Furbearer Research in the Southwestern United States","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35223"
"1053","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","11:10AM","A Comparison of Two Methods of Diet Analysis for the North American River Otter (Lontra canadensis) in North Carolina, USA","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35224"
"1054","October 1, 2019","Innovative Approaches for Furbearer Research (hosted by TWS)","RSCC"," D9","11:30AM","Using Fecal DNA and GPS Telemetry to Understand the Consumption of White-Tailed Deer By Carnivores in Western Virginia","https://afstws2019.org/sessions/innovative-approaches-for-furbearer-research/35225"
"1055","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","8:00AM","Misuse of Habitat Terminology, Implications, and Potential Solutions","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35226"
"1056","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","8:20AM","“Critical” Habitat: Legal Interpretations, Pitfalls, and Opportunities","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35233"
"1057","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","8:40AM","Regulatory Definitions of ‘Habitat’ in Critical Habitat Designations Under the ESA: A Case Study with Northern Spotted Owl","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35227"
"1058","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","9:00AM","Changing Paradigms in Understanding Spotted Owl Habitat: Implications for Forest Management and Policy","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35229"
"1059","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","9:20AM","Assessing Influence of Movement, Diet, Energetics, and Forest Structure to Define Coastal Marten Habitat","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35230"
"1060","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","09:40AM","Break",""
"1061","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","10:10AM","Linking Ungulate Habitat to Fitness – New Approaches with Large Data Sets","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35231"
"1062","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","10:30AM","A Shifting Baseline for Time and Space: Predicted Habitat Differs Depending on the Your Scale","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35237"
"1063","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","10:50AM","Restoration on Conservation Lands – What’s the Problem?","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35228"
"1064","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","11:10AM","Young Forest Initiative – Balancing forest regeneration in Forever Wild","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35236"
"1065","October 1, 2019","Habitat: A Concept by Any Other Name Would (Not) Smell as Sweet (hosted by TWS)","RSCC"," D7","11:30AM","Habitat: Next Steps on Moving TWS and the Wildlife Profession Forward","https://afstws2019.org/sessions/habitat-a-concept-by-any-other-name-would-not-smell-as-sweet/35235"
"1066","October 1, 2019","Back to the Future: Can Our Survey and License Sales Data Lead Us Forward in Hunting and Fishing?","Atlantis"," Grand Ballroom 7","8:00AM","Demographic Changes in Fishing and Hunting Participation, Recruitment, and Retention","https://afstws2019.org/sessions/back-to-the-future-can-our-survey-and-license-sales-data-lead-us-forward-in-hunting-and-fishing/39016"
